Review_Text,Review_Title,Rating,Day,Month,Year
"Updating review after 9 months of use.My view about this earphone being an excellent choice for bass lovers still holds good....however I would like to review its longevity. After about 7 months of daily use, sound stopped coming out of the left ear piece. I registered the product with the company and raise a ticket for a replacement, since it was within the warranty period. They took about 3 weeks to pickup the item and ship a replacement. However the replacement piece has stopped working (sound not coming out of right ear piece this time) after just 2 months of use. The unit looks in pristine condition - a testament to the fact that I have used it very carefully......really disappointed with the product quality. The sound was really good, I expect an earphone costing 500 Rs to at least go 1 year without issues.....________________________________________________________________________________________________________________Excellent Sound for Bass lovers...non-bass heavy songs also sound amazing........what's more it meets my main criteria - sturdy as hell and can withstand fair amount of abuse....reviewing after 3 months use.","Sound Quality good, build quality NOT so good",2,22,September,2017
"This was an excellent product to buy under 500 or something close to it. Every 6 months that goes by the price keeps increasing and now, something i bought for 350/- 2 ish years ago, is sitting at 700rs.Find a better alternative for this price. If u can get it under 500, preferably around 450, itll be worth it.",The price hikes,2,26,December,2022
"Bought these for 549 in some Amazon sale. Initially was very happy with it, packaging was very good, also came with earhooks so they don't slip out. Plus it has a flat cable which stays tangle free.Sound quality was great for me (I'm not an audiophile but it sounded good).Then after a month or so the button started acting weirdly. It would sometimes trigger google assistant for no reason at all (didn't even touch the button it did that automatically). It stopped working for pause and play, even though it worked when I was trying to receive a call.Then the button stopped working completely.For 549 you can't expect much from earphones but they still last over a month. And btw my usage wasn't rough, I have a hard shell case for my earphones and there was absolutely no chance of any water damage.Not very happy with the product, I recommend you to spend a little more and buy better earphones.Would be happy if boat replaces this product.",Not very happy (read review),2,18,December,2017
Sound : terrific for a edm lisner or beat lisnerQuality: goodComfortable: on ear it will fall if u move little bit so waste of money not comfortable not a little bitProblem:.  It's been 5 months i am using this no problem came but now I have a problem . problem in mic while calling palying pubgCustomer service from boat : good nice response when I complained about my earphone on their website  the pic up man will  come fast but but but but it will take  a total time of repair u r earphone or replace til come to  your hand return 15 to 10 days I don't no about others but I can't live without my earphoneSo cancel the pic upBut if you comfortable that k 15 days is k for Me if anything happens to me or I have another  spare earphone go ahead bye it But mic problem can occur I saw many uarsi on YouTube and my friends,U can trust boat little if u have patience,2,7,January,2019
I bought senhiser cx180 last year from.amazon...which when lost...i decided this time to go for a cheaper option....reading through the reviews left on this page i felt and gave it a try......i have recieved the earphones today and hence based on my use i m writing this review....i wont focus on built quality or else cause with in ear phones i think its pretty descent and most earphone brands offer a descent build quality including boat.....coming into the music experience...i personally feel...its not up to the mark...its descent but not like its advertised ...the bass is ok sort of not the so called extra bass.....music reproduction is also ok sorts of....spending 545 bucks i feel one should think of spendinf 200 more and buy senhiser cx180 which give much much better sound experience and even bass is pretty good...only if microphone is something must for you...then may be this boat headphones could be a better choice ...or else i wont recommend you should buy them....honestly saying i miss my senhiser cx180....,Cant say its valye for money product......,2,3,August,2017
Thaught it would be a good one after reading rhe reviews.But reasly disappointed. The bass is good but the sound quality and clearness is not up to the mark. At full volume it sounds very loud and the sounds gets distorted and becomes little unclear and. souns like some local Chinese cheap earphones. At medium volume its fine but for those who like to hear music at full volume I will not suggest this one.The build quality seems toh be pretty good..one star for it and one for the bass.Bass boosted musics were pretty good to hear but sounds of guitar nd shrill sounds were unclear and had a lot of noise. Now I am going to try the Jbl 100si as recommended by technical guruji. Lets see how it will perform.But this one im an going to return and also not recommended anyone who want an overall experience of music and not just the bass as Bass is not everything. You will not always listen to edm only. Sometimes you need soft music to make your day and feel relaxed.This is definitely not made for it.,Bass is good but the sound quality/clearity is poor.,2,23,April,2017
"so, guys, you are not going to save any money if ur a music lover just don't buy it.. only bass is good and nothing else... sound quality is so poor... if ur an EDM lover then go for it.. bt wait if ur not into EDM like me so just go for jbl or Phillips or Sennheiser if ur budget is good.. IDK why ppl r saying that these r even better than Sennheiser it is nowhere close to them....pros.only bass is goodcons. so many1. too heavy. it looks small in pictures but these r big. doesn't stay in ears .. u have to adjust it like in every couple of min. falls down very often from ears. nd if u uses it for a long time then you'll notice Lil pain on the inner side of ur ears.2. bad sound quality it just makes everything sound like a bass. lyrics nd background music is hard to differentiate.3. u can't change the songs with remote4. doesn't produce original sound while watching movies or videos ...",not good enough. everyone is just getting mad by bass nd neglecting other imp things. which r more imp thn bass,2,11,April,2017
"My Boat BassHeads 225 Wired in Ear Earphone with Mic and Carry Case(Blue) stop working within the warranty period. But there is option to contact seller or initiate a replacement, though product is still in the warranty period. I think this is the disadvantage of buying product online. Nobody is there to help you neither amazon nor the seller or the manufacturer. Being helpless now I have bought a new earphone from a nearby shop.",Product stop working after use of 10 month,2,22,August,2022
"What i like:1. This headphone for its specific kind of design(strap like structure) doesnt get inter-tangled thus no more unwinding of it.What i doesn't like:1. The mic of the headphone can't even pick up words 15 cm distance away from it.2. The ear-buds are made of metal and not hard plastic so, for the first time it will obviously feel like a load on the ear, and then again it starts to fall off from the ears for its greater mass.3. The sound quality is not good and if you happen to turn up the volume accidentally your ears are for a hell of a high pitched ride. The high bass only feels good in low volume otherwise it is kinda useless. The sound output is not soft but often painful.4. The button box on the headphone (housing the mic) is of no use for many a phones.",Not at all a good Head-Phone!,2,31,July,2019
"The sound produced through the earpieces is so loud that it irritates if u hear them 15-20 mins. You have to decrease the volume level of ur mobile to less than 30% of any other standard earphones or else u will develop hearing loss definitely. Though the bass & trebles are good , but not customized properly as other earphones. It doesn't fit ur earcanal ,falls out. All the 6 extra supplied eartips are not fitting once u remove the one too with which came to u. So they r of no use. So I request the boat company to listen the customers review & get it rectified ASAP.  People r unaware  that with noise cancellation & high volume sound from boats bass heads can produce deafness in long usages.. I request Amazon to kindly return the product , instead I will go for some other balanced sound earphones.  If u find the review helpful kindly support it as a noise pollution.. Thanks",Too loud sound may damage the ear.,2,13,August,2017
"I bought this seeing the volume of comments and decent reviews. It is a huge disappointment. The sound quality is good. Everything else is bad. The ear plugs are stiff and falls off most of the time. The ear hooks provided are pathetic in quality and irritate the earlobes. There is also no proper mechanism to hold the earhooks and that too falls off. Neveer seen such pathetic product design. Also, the flat cable is sticky and gets pulled. The connection at the microphone side is very fragile and my earphones are gone within 2 months if use. Such a waste of money it was. If you see, the feedback survey also doesn't count these factors as important!However, I have used the other models of Boat that are designed wonderfully",Very bad design and durability,2,2,May,2021
I am reviewing it after 8 months usage.Durability:-  First one stopped working so I contacted to manufacturer and they replaced it . They took more than 10 days to replace it which was pathetic because I had to buy a new earphone for the meantime.  In the meantime I purchased Mi earphone at rs.399 only which is cheaper than this earhpone and quality is better than this.Sound Qaulity :- After 15-30 minutes regular usage you will feel uncomfortable because it starts paining due to it's design.Material Quality:- Material is good but it doesn't matter until you get great experience with sound quality.Overall I am not happy with the quality. It's better to go with other earphones in the range of Rs.350-Rs.400.,Price is too high as compare to quality.,2,7,March,2019
"This review is after 2 years of use. The earphone delivers decent sound output for the price point. But there are a couple of serious issues. The right ear piece stopped working just before a year and luckily the warranty covered for it. I got a replacement for the earphone and boat was propmt in their response. Now roughly a year after replacement, the same problem has arises. The seems to be a loose connection in the left ear piece. Though the built quality and design are good, boat needs to seriously look at the soldering and design to ensure that the product lasts. Would not recommend for long term use.",Not meant to last,2,24,October,2021
"There is too much hissing sound in the earphone, initially I thought that the particular piece which I received has some defect so I replaced it but the second time when I got the other piece then again I found the same issue which make me realise that there is some quality issue in the earphone.And another thing which I disliked about the earphone and I also found many other people complaint about it is that it regularly fell out of the ear.Though the voice is quite loud and bass is also very good.I generally avoid giving total negative review but this time I am giving such a review because I am really very disappointed by the product, I am not saying that boat product is not good infact I am using boat 220 earphone which is quite good, so it is just about this particular model",Utterly disappointed by this particular product of boat,2,23,October,2018
"This may be a problem with not just this earphone but all boAt earphones. Till they work, they work fine. But if there is any problem, well, you are on your own. The is no after sales customer support.I had another boAt earphone which worked fine for about six months. Then it started giving problem. I tried their service centre, but they were not really helpful. Any way I was happy with the sound quality so decided to give it another chance thinking that may be my earlier piece was defective. This time it lasted longer, but same problem again. One side simply stopped working. As far as after sales customer support is considered, there doesn't seem to be any improvement. Even after a month of registering my complaint, I have yet to receive any communication from them.","If it works, works; if it doesn't, it doesn't.",2,8,October,2019
"This earphone doesn't stand out what they have written in their description like sonic clear sound with extra bass.There Is too much bass that it overcomes Sound of song. There is no sound clarity. Lots of bass won't let you listen to high(70%) volume.At high volume, it becomes annoying to listen mostly because treble is more. I agree they worked on the design,it looks good, but fails when it comes to sound quality.OverallBass - HighTreble - HighSound clarity - noSound quality - Just ok.The price you're paying for the earphones, with just couple of bucks more you can get a JBL or senheisser. I have used JBL for good long time. Trust me, after listening to JBL, boat doesn't stand a chance.Fooled by the reviews, I opted this earphone.Now, I've returned this earphone.Hope, you find this helpful.","Bass overcomes original sound, no sound clarity.not recommended.",2,8,September,2017
The jack only connects in one direction if tried to change the orientation then it gets disconnected. The buds also have a problem staying inside. I have tried all the tips but the problem stays. Sound is good as long as it stays connected and stays in ear. The quality of boat has degraded a lot and this type of experience was not expected,Connection and fitting problem,2,3,July,2022
"I considered boat to be one of the best companies seeing its reviews and watching its name in top 10 companies. I used to buy normal earphones of Rs 50-100 from the market which used to work for 3-6 months. This time i thought to buy some higher cost earphones thinking that they would he much better . So i decided to choose boat earphones. There earphones keep slipping out of the ears! This is the biggest problem! Material quality is good. Sound is good but even if you are sitting wearing these, these will keep coming out of the ears . And when you are walking , forget that you can wear these in ears. So the main purpose of earphones has not been fullfilled! And one of my friends bought the cheaper model of boat earphones,he is also facing the same problem! Overall hated these!",Money Wastage!,2,4,February,2019
"3.5/5. The sound quality is decent for the price. Do not make the mistake of comparing it to earphones priced much higher and you shall be more than satisfied. I managed to get them for only Rs. 309, after applying relevant gift cards. One major con does exist though. The inbuilt microphone is decent, but does not change tracks once plugged in! Yet to decipher whether this is a limited feature or mine is a defective piece. Will update this review as and when this becomes clear.Update: The microphone seems to be working fine on other phones. Mine is a Redmi Note 3 and I cannot use it for anything, including playing and pausing tracks. Seeking a replacement in case mine is a defective product. Changed the rating to 2 stars as the bass is indeed overpowering. Bad buy and experience in general.",MIcrophone exists only for calls and nothing else!,2,30,September,2017
"Not suggested. Keep yourself away from it. It won't stay in your ears due to its heavyness, but that's not an issue for me since the Sound quality is really good. But it's mic is worst, initially when I was on call, the person on other end able to hear all the noice happening around me, except what I am speaking.. After few days the mic completely stopped working, upon which I had to remove the earphones every time I got a call. Impressed with the sound quality, I bought it twice, first time I lost it within one month of purchase, second time I had to replace with new one, since one of the earphone was not working properly. Completely disappointed with the performance. Pls don't buy if you are expecting mic to work properly.",Mic stopped working within one month. Not suggested to buy,2,5,November,2019
"Among all the earphones I have at home, no one wants to use this. I'm not even talking about walking or jogging. Just sitting on chair for a meeting, hardly moving the head. It still falls off. Unusable. Since I had other ear phones, I was late to open this one and try out. Else, I would have returned it. Compare this with cheaper products like MI basic earphones. They fit so well and durable too.","Very poor fit into the ear, even while sitting.",2,22,February,2022
"Not worth the money, I have been using these earphones for more than 6 months now. So, however the earphones are not that bad in sound and built quality, but I could not get a good piece of earphones even after 2 replacements.First thing, they are not compatible with all android phones, so do check the compatibility before buying.Second thing, In my first delivery, i got a damaged piece in which mike was not working, so I got them replaced, after using them for 2 months, mike of this pair has also stopped working.third thing, they keep falling off your ears (May be because earphones are heavy as they are made of metal), so if you are a sort of person who bangs his head while listening to your favorite music, these are not for you, they fall off with slightest jerk in wire.","Watch it, before you buy it.",2,4,February,2018
"I'd have to say that the cable quality is unparalleled. It will easily last more than a year I suppose.But the most important, the sound quality, isn't much on par. Bass is good enough, but treble loses its impact and the worst of all, it's fitting in your ear. The pods keep dropping off your ear no matter how you fit it, no matter which size of pods you use.It's so so frustrating. The continued trouble with fitting and also how easily the pods are lost in your bag. They just get off every other day. I'm sick of it.So in short, if you wanna have a headphone that'll last long long time without really a feel to the music, ever, then sure, go for it.PS: make sure to have many optional pods in case you lose 'em. Which is imminent.",Great cable with terrible fitting,2,17,December,2017
"Sound quality is good but mic doesn't work as expected. Over online meeting, other person can't hear you properly. You need to speak near to the mic for your voice to be heard. Not a good experience using this for calls. However product is great for just listening music. Got good bass.",Great sound quality but poor mic for online calls,2,15,October,2022
"Sound quality, noise cancelation is extremely good and the bass drops so hard that you wouldn't believe it.But the major flaw with this headphones is that they have added an unnecessary long tube, causing the speaker portion stick out far from your ear, because of which, it keeps falling of out of ears.They have included many tools to make it stay in your ears, but still it fails to stay in the ear. ( I had read this from other reviewers, but I didn't think that it was a serious issue, but in fact it was a serious issue)I had to think 5-6 times before returning it(cuz of amazing sound quality).","Except for major design flaws, an absolute killer product",2,28,September,2020
"This is 2nd Boat 225 I owned.I used JBL headphones in between, but lost it apparently.Unless you use some good brand like JBL you don't know why Boat headphones are not good.The build quality in Boat headphones is good and sturdy. But it's really bad on User experience.The headphones fall off from ears oftenIt is very heavyThe long cable is really annoying, nobody needs such long cable.The sound quality is average to good, but the bass is again unnecessarily high, but vocals aren't, no sound eqalizer can fix it enough.So go for JBL headphones in same budget instead of these.",Not great. Very average,2,2,January,2021
Stopped working one side after 11 months and replaced it which covers 1yr warrenty and replaced item also stopped working after 10 months later. Waste of money instead of brand we can buy a local product itself which is worthy than this boat. Local product itself working more number of years compared to this costlier head set.,Stopped working one side after 11 months totally wasted money of Rs. 550,2,2,August,2022
😡.. 😡Plz dont buyNew edition vale earphones.. bil kul bekar hai .. plz mt lena .. pachtaoo geeWorst earphones as compared to old one.Product quality 4/10 as compared to old oneSound quality totally disappointed..worst sound.. 2/10Bass is also not even satisfied.. 3/10Bil kul bekar kr diya yr earphone modify kr kChunchni sound..now it doesn't worth 500₹2 star bhi mene is leye diye hai Q ki .. old vale earphones kan me jada deer tk tikte ni the .. or  is me company ne product ki quality worst bna k .. earphones ko halka kr diya .. or kan me tikne lge bs ...Mene to apna gussa nikal diya .. agar ap bhi earphone le k gussa nikalna chahte ho to .. khreed loo biThanks...,Bekar ear phones ...,2,9,November,2017
"After using Boat apple Lightning Cable I am much attracted with the brand, Yeah Lightning Cable is excellent.Boat Bassheads 225:Packaging: I must say the company has done so much work on the outer Packaging of their all Products, Nice Packaging and Package contains 6 earbuds also.Build Quality: Elegant Design of earphone, Premium shade with tangle free cable makes the Build more professional.Sound: This is the main section for which usually people buy an earphone, and this Product falls in this section. I had used Scullcandy, Audio Technica in this Range but if struggles with the bass level, Means there is a solid Bass but still it doesn't sync with Treble. And Most Annoying thing of this earphone is that, there is no suppression of sound means the music you are listening will be audible to other Persons Nearby.Avoid this better to go with other options.",BOAT Bassheads 225 Review,2,8,January,2017
"This is not as much good as they claim it to be, i was using Philips ActionFit SHQ1200 before this and they had way much better quality than these(almost the same price)(been 3 years with Philips headset). I've also used skull candy headset at this price range even they were better in sound quality. These boat's headset are just loud and that's it, they don't even have that much quality bass, they will give you a headache with every shhh zzz sounds or vocals, they aren't clear at all. I made a mistake buying these headset but you shouldn't, it doesn't give you a good quality as per the price. The only perk it has is that they come with Mic and a good built tangle free cable, but if it's not gonna deliver good quality sound output then i don't see a point in buying them. Peace ✌️",Too much over hyped product,2,5,August,2017
"Used this earphone for 3 months only and one of the side of earphone went dead. Only one of the two is working now. Sound, base, and noise cancellation is good but if I have to pay 500 for an earphone which will only last few months then it will be better to buy a 50 rupees one from the roadside rather than paying 10 times the price for this bad quality product. And to top it off I have never even used this earphone outside. I have only used this at home for listening music, so, there was no way for this piece to go down like this.",Functionality is good but durability is very bad. Not worth Rs 500.,2,31,January,2021
"It's decent ear phone for its price but the only major issue I am facing is it tends to slip out of ear due to1: lack of curve (design) of ear piece cause it's straight.2: heavy  ear piece since it's metallic it tends to slip out .This why I am irritated ,cause slips out of my ear every 3 minutes and I have to plaace it again or hold it.Also I want to return it and buy another variety of boat earphone but since there is only option to replace and not return I can't return itTo Amazon pls hlep me if u can in returning this earphone.",It's slips out of ear due to design and weight,2,26,May,2020
"It is painful for the ears. After continuously using it for 1+ hrs, ears starts paining. Also, due to its weight and design, it is not comfortable for a longer duration. BOAT Bassheads 100 is way cheaper and comfortable than it.",Bad Purchase,2,25,December,2022
"No doubt the quality of the product itself is very good at this prace range...be it its build or audio output... definitely a must buy product. Everything is good till u encounter any problem with it and want to get it repaired or replaced using its warranty service...the problem is they will ask you to write to the service provider to avail warranty which they will never answer...I have ordered two earphones, mic of one among them has stopped working after some time...I jave contacted to service center they are not replying at all..so it's better to go for some other brand unless u want to risk your money.",Good product but bad after sales services,2,26,June,2020
"So I am writing this review after about a month of usage...Bad things first: **BEWARE OF FAKE COPIES** at first, I purchased black coloures bass heads 220 from flipkart thinking that they were same as bassheads 225 and were 50 Rs. cheaper and DAMN that was a huge mistake... I got a fake copy of them and they were so precisely copied that i doubt anyone could tell the difference but there are a few things I can tell which distinguish original from fake ones..1. fake ones come in a smaller box which looks the same as the original one2. fake ones come with only one pair of extra ear buds whereas original ones come with 5 pair + earhooks + a collar clip3. the 3.5 mm jack of the fake ones is different from what they show in pics.. original one has a ""curved"" L shaped connector whereas fake one has a bulky and poor build connector..4. in the original ones, there are BOAT logos both on the mic and the cable splitter whears on fake ones, logo is only printed on cable splitter5. fake ones have almost no bass whereas real ones have heavy bassTHATS ALL I COULD FIND SO BEWARE OF FAKE COPIES... TO AVOID GETTING FAKE ONES, I RECOMMEND BUYING A DIFFERENT COLOUR THAN BLACK OR WHITE (BECAUSE THEY ARE THE ONLY COLOURS THAT THEY COULD MAKE COPIES OF)continuing the review,second bad thing about this is that the eaphones itself are made of metal which is good but that makes them super heavy and they fall off your ears easily.. which is very annoying (you can use earhooks but they are not very comfortable)third bad thing is that the mesh that covers the earphone hole is very poorly glued and they completely rip off when you are trying to change eartips which is very very bad thing cuz if the mesh comes off, dust, water, sweat and even earwax could enter inside the speakers... which would eventually degrade your sound quality...COMING TO THE GOOD PART...as the name says BASS is veryyyy good and  heavy as well almost tooo heavy that it could rip off your ear drums... just kidding but still dont use them for too long on high volume...build quality is awesome with metal buds and gold plated jack..mic is okaayyish not too good and not bad either (good for pubg)...At the end I would still say that these are best eaphones in this price segment and if you like listening to bASS then go for it.. just be careful not to get fake ones cuz I have seen majority buyers got fake ones and the didn't even realise it LOL😂😂 and they still say it sounds good LMAO 😂thats all... glad if you find this helpful",beware of fake copies...,3,13,October,2020
Guys I have been using these for 3 months after that i am my honest opinions. Do read it for sure cause it is gonna help you alot.1)First of all boat brand is something no body has heard of till mod 2016..let me tell you it is a not a standard company to rely upon because they have multiple products with same configuration and even same colors with multiple names.. Hats off boats for confusing people.. So u guys can decide what this company is all about2)secondly the quality of the product which in my opinion and all the users who i know use this  is given below :Build quality :4.5/5(very durable)Contents in box : 5/5(4pairs of buds of two colors  with some clips which no one gives in this price point)Main thing audio quality : 3/5Resoon for this:a) They say extra bass in the features  i dont understand that at all..........people want crystal clear vocals first then the bass in music.. U don't get clear audio in this.. Don't buy these for extra bass u can't be satisfied..b) high pitch is worst lows are not good to hear eitherc) SO OVERALL THEY DON'T GIVE A GOOD AUDIO EXPERIENCE WHICH YOU WANT FROM ANY EAR PHONEComfort of wearing them: 3.5/5This is because the ear buds provided are very hard and hurt your ear after 45mins of extended usageAnd also reinserting a new one to earphone is pain in ass cause they won't fit easily because of some problem in construction of earphoneProduct warranty:0/5they say there is warranty on this product..  Show a service center for this big brand and who will go to bangalore or parcel them to some distinct city for getting serviced if they buy for just 400/-Which only stupid ones do as they have to invest the same amount or more in traveling or parcelling..FORGET WARRANTY TOO3)If u want a better one and branded one go for Philips she1405 which were my primary one before this which cost less and give better audio quality output.. For much cheaper priceVERDICT: BUY THIS TO SHOW OFF CAUSE THEY LOOK GOOD AND BUILD QUALITY IS AWESOME AND THEY DON'T SOUND GOOD IN YOUR EARS..THIS IS HONEST REVIEW AND IT TOOK ME 15MINS OF MY VALUABLE TIME TO GIVE BEST OPINION,Buy it for just build quality...do read this before buying,3,21,January,2017
"If you look a pair of cheap good earphone as daily driver and rough usage, no wonder it DID cross your eyes.Me? As Introduction I have a history with with CX180, Piston 3, Rock Zircon in the past. And here goes my review for,'boAt Bass Heads 225 In-Ear Bass Headphones':Pros:1)Sturdy build quality. Hands down one of the best part of this earphone.  The metal and hard plastic finished capsule and the cable are fitted well enough to carry along with you to their work. jogging. travelling etc.2)A pleasant to look at it. I got the red one for me and yes it looks awesome and premium. it stands out quite enough.3)Price:Sound quality ratio. is justified.  I was a bit skeptical over The title on the box 'Super EXTRAAAA Bass' as I don't like 'too much bass' destroying  every other notes of the song/music. But the slight rumbling, extended bass delivered impressed me.  IDK if its for 'Bassheads' but its definitely not for flat listeners.  Soundstage is a bit below average.  The mids and the treble area are straight forward muddy, it doesn't have the sharpness there,  and the identification of individual instruments are muffled. Overall I'd give the sound quality a positive sign obviously  considering the price.4)The single Pause/Play button is embedded into the microphone chasis, so like the entire plastic body part is a  switch, you don't have search for the switch with your thumb.  And thumbs up for the L-shaped 3.5mm jack.5)Lastly, The packing is good. Expect a carrying pouch we get 3 sets of Black earbuds, 3 sells of Red-transparent earbuds.  A clip. Pair of clamp (to support into ear).  Using the black earbuds might provide you a little more comfort but I found the sound gets muffled a bitCons: Now sadly from here on in my review, everything goes downhill upto a really deal breaking point.1)Its UNCOMFORTABLE!!!. it hurts badly in my ear. No matter what earbuds I tried, with or without the clamp or  the clip, it hurts.  Specially when you are on the go, because of its long heavy metallic body of the earpieces.  Ok this experience should not be generalized, as some people out there might find a particular setup to achieve the proper  isolation, fit and comfort. but not me. And I CAN'T recommend this product in that regard.2)Isolation inside ear is poor, and as it hurts you can't put it into ear for long period also.3)The microphone is bad, you always have to keep it close to your mouth even in a relatively less noisy condition.  And no volume rocker.*)The Tangle-free wire is really tangle free but how it feels against the skin (specially when sweaty) is not as comfy as  the braided cable. Its a matter of choice what you like. personally I like the fabric textured braided cable over thisAlready sold this to a friend 2nd hand. So no further updates.Iif anyone is off to look for something else.I'd recommend checking 'Remax RM-610D'. Yes aesthetically and in build quality it might not be in a same level as this one.but it has volume rocker. Way better sound signature and comfortable fit in similar price bracket.",the 'boAt' didn't sail well,3,29,November,2017
"My review will be straight forward.....Pros :- Very loud volume , can make you go deaf easily at 60% Volume.- Really stylish looks, looks quite expensive- Build quality is excellent,  made of metal and the cords are tangle free....Heavy premium feel (Built to last).- Good for heavy metal and pop songs, where vocals are not quite the genre....Cons:- Only looks are good.... The sound is by far very terrible-  Very uncomfortable on the ear, even after 2 weeks of extemsive use... Ears start hurting after 30mins of use and the pain is really bad after u remove it from ears...- Poor fit , even with the ear hooks attached, often falls out due to the weight on the ear drivers....poor comfort- highs and mid often get distortion, and are not very pleasant to the ear... (feels like unwanted sound or noise... )- Volume is too loud, and always have to keep down the volume so as not not hurt the ears...- Bass is present, but lacking the thump feedback , which is absolutely bizarre aas it is marketed as Bass Heads......(Even the Rs.99 Philip's SHE1350 has better muds and highs and incredible bass compared to this)- Vocals are completely distorted at reasonable volumes too...TESTED ACROSS 15 DEVICES, BUT THEY SOUND BAD TOO EVEN AFTER TWEAKING VIA SOFTWARE APPS....SOUNDS DECENT ON MY DESKTOP COMPUTER THAT HAS A GOOD SOUND CARD AND HAD TO TWEAK TO GET REASONABLE RESULTS... FINAL VERDICT: Do not buy these earphones at all, at this price of 600, you can definitely get much better earphones that are comfortable and sound goodI suggest you to check out the Philips SHE 1350(Rs.99)  as they have Amazing Bass and Unbelievably good Mid and Highs under 500.( But is ugly lookING and cheap looking made of plastic) But hey sound matter's right...EVEN THE MI EARPHONES BEAT THESE BOAT BASS HEADS they have better sound and look stylish as well.MY ADVISE US YOU GET THE SENNHEISER CX180 STREET II, AS THEY ARE BY FAR THE BEST UNDER 2K BUT COST ONLY RS.800...They have the best balance of sound, Sound the way it's meant to be heard....They are extremely popular and are light weighted and are comfortable too...They can even muffle the ambient noise....","Not as good as I thought,  Only for the LOOKS! !!",3,19,April,2018
"Dear Audiophiles,Let me start with saying you that if you are spotify/gaana/Wink users, please pay and upgrade your account. If you cant pay for these services, download songs to phone from other sites and listen in phone. Online basic account gives you pathetic music quality.Coming to the headset, most probably you guys are like me who dont know much about highs and lows, all we care is Clarity and Bass. In that context I must say this headset is pretty ok. There is too much hype for Bass of this headset but I found it below the bass of JBL. In this headset Above 70 percentage volume, bass dominantes vocals which in turn results in a situation where you cant catch the lyrics of song. But I think normally people plays songs at 70 percentage or less.Ok I know u guys are in a hurry, so let me put it in a nut shell as follows,Physical noise cancellation 9/10Sturdiness and Hardware Quality 9/10Comfort level 8/10Aesthetic 7/10 (Personally varies)Vocals 6/10 upto 70% volume. After that pathetic.Final Verdit: If you need 90% qualityBass+ 70 % good vocals go for JBL but its not Durable. Damages easily.( Around 600₹) If you need just 75% quality bass + 60% good vocals and good durability this boat headset is an option.If you need 65 % bass + 90% Good clarity vocals Durability +Comfortness + go for One More bullets headsets. (699₹)NB: I have with me these headsets models only. Thats why I posted a comparison realted to those. I am not an reviwer but an audiophile by heart.Like if you found useful.","Not that good vocals quality, Good Bass, Good Build Quality and Sturdy.",3,28,May,2020
"Okay, here is the thing. I am writing this review almost after using it for 2-3 months. Before this earphone I had House Of Marley. I was in love with that. I used it for almost 3 to 4 years and finally it wore it. I was sad.I bought this earphone expecting it to work like House of Marley but at this price it would be unfair to expect something like that still some factors could have been better.Sound quality more than average. Bass is fine. Noice cancellation is almost okay. I don't know why I felt that the earpieces were kind of heavy. It could have been lighter had they used some other material may be. Or it might be, I felt it too heavy, due to the fact my older earpiece was made up of wood and was feather light.The worst part is that when your laptop or phone is connected to charge and your laptop/phone is running on your backup power(like inverter + battery) and if you are in meeting then the microphone gives out very irritating noice which the person receiving your voice hears it. Sometimes I have to attend long meetings over zoom and have to plug in my laptop/phone to charger and then it becomes very embarassing for me. This needs to be resolved!One line review - At this price it is good. Go for it!",You can buy it!,3,10,July,2021
"I tested this earphones for hours and I compare with my U$100 1More and U$50 Mee pro M6. Obvious this boAT cost less than US$10 buts its interesting compare the best of earphone to see the differences. Sound quality  7 Points- The bass is fine but need more balance, for Classic music lovers or another genders also, I advice ON ear earphone but listen even on the best IN ear headphones sounds very flat. The volume is pretty good also and need to be more clear, I just tested on  the laptop to watch some movies and when there are a lot of explosion and voices, the bass makes the sound not clear. Quality 6,5 Points- The cables are long enough, that is good, but its not strong at all, the weakest part is  near the buds, this company should make strong because most people take out the headphone by holding the Cables, so if the boAt company are reading this review, just pay attention on this part, I broke dozen of headphone in this part.Usage 7 Points- Because I have used many headphones from different companies, I know how to fit properly and don t get frustrated as many people do. BoAt knowing this, send many extra pair of buds and a Small piece of RUBBER ( PAY ATTENTION) for stand the headphone and does not make it fall down, this accessory should be always there and many people dont know the purpose to be there and after complain that headphone does not fit or falls down. This is the ergo metric rubber for support in ear.Conclusion I got a gift card and I need an extra earphones to walk around and for the price of 500 rupies, I think this is a good alternative, I m not a rock roll fan and eletronic music, so, I dont need that strong bass, but to listen classic music, its necessary more crispy and balance. So, I m happy and I just request boAt to make some adjust to reinforce the cable near the buds. Anyway, the company give 1 year warranty and I hope it will cover if the parts breaks.",Review of a fanatic music listenner!,3,9,January,2017
